Words,Link,Score
RIBATEJADA,28815,667
ROBLEDILLO DE LA JARA,28124,667
ROBLEDO DE CHAVELA,28294,667
ROBREGORDO,28755,667
ROZAS DE PUERTO REAL,28649,667
SAN AGUSTÍN DEL GUADALIX,28750,667
SAN FERNANDO DE HENARES,28830,667
SAN LORENZO DE EL ESCORIAL,28200,667
SAN MARTÍN DE LA VEGA,28330,667
SAN MARTÍN DE VALDEIGLESIAS,28680,667
SANTA MARÍA DE LA ALAMEDA,28296,667
SANTORCAZ,28818,667
SERRANILLOS DEL VALLE,28979,667
SOMOSIERRA,28756,667
SOTO DEL REAL,28791,667
TALAMANCA DE JARAMA,28160,667
TIELMES,28550,667
TITULCIA,28359,667
TORREJÓN DE ARDOZ,28850,667
TORREJÓN DE LA CALZADA,28991,667
TORREJÓN DE VELASCO,28990,667
TORRELAGUNA,28160,667
TORRELODONES,28250,667
TORREMOCHA DE JARAMA,28189,667
TORRES DE LA ALAMEDA,28813,667
TRES CANTOS,28760,667
VALDARACETE,28594,667
VALDEAVERO,28816,667
VALDELAGUNA,28391,667
VALDEMANCO,28729,667
VALDEMAQUEDA,28295,667
VALDEMORILLO,28210,667
VALDEMORO,28340,667
VALDEOLMOS-ALALPARDO,28130,667
VALDEPIÉLAGOS,28170,667
VALDETORRES DE JARAMA,28150,667
VALDILECHA,28511,667
VALVERDE DE ALCALÁ,28812,667
VELILLA DE SAN ANTONIO,28891,667
VENTURADA,28729,667
VILLA DEL PRADO,28630,667
VILLACONEJOS,28360,667
VILLALBILLA,28810,667
VILLAMANRIQUE DE TAJO,28598,667
VILLAMANTA,28610,667
VILLAMANTILLA,28609,667
VILLANUEVA DE LA CAÑADA,28691,667
VILLANUEVA DE PERALES,28609,667
VILLANUEVA DEL PARDILLO,28229,667
VILLAR DEL OLMO,28512,667
VILLAREJO DE SALVANÉS,28590,667
VILLAVICIOSA DE ODÓN,28670,667
VILLAVIEJA DEL LOZOYA,28739,667
ZARZALEJO,28293,667
VALENCIA,46001,680
VALENCIA DE ALCÁNTARA,10500,634
VALENCIA DE DON JUAN,24200,634
VALENCIA DE LAS TORRES,06444,634
VALENCIA DEL MOMBUEY,06134,634
VALENCIA DEL VENTOSO,06330,634
ABRERA,08630,600
AGUILAR DE SEGARRA,08256,600
AIGUAFREDA,08591,600
ALELLA,08328,600
ALPENS,08587,600
ARENYS DE MAR,08350,600
ARENYS DE MUNT,08358,600
ARGENTONA,08310,600
ARGENÇOLA,08717,600
ARTÉS,08271,600
AVINYONET DEL PENEDÈS,08734,600
AVINYÓ,08279,600
AVIÀ,08610,600
BADIA DEL VALLÈS,08214,600
BAGÀ,08695,600
BALENYÀ,08550,600
BALSARENY,08660,600
BARBERÀ DEL VALLÈS,08210,600
BEGUES,08859,600
BERGA,08600,600
BIGUES I RIELLS,08415,600
BORREDÀ,08619,600
CABRERA D'ANOIA,08718,600
CABRERA DE MAR,08349,600
CABRILS,08348,600
CALAF,08280,600
CALDERS,08275,600
CALDES D'ESTRAC,08393,600
CALDES DE MONTBUI,08140,600
CALELLA,08370,600
CALLDETENES,08506,600
CALLÚS,08262,600
CALONGE DE SEGARRA,08281,600
CAMPINS,08472,600
CANET DE MAR,08360,600
CANOVELLES,08420,600
CANYELLES,08811,600
CAPELLADES,08786,600
CAPOLAT,08617,600
CARDEDEU,08440,600
CARDONA,08261,600
CARME,08787,600
CASSERRES,08693,600
CASTELL DE L'ARENY,08604,600
CASTELLAR DE N'HUG,08696,600
CASTELLAR DEL RIU,08618,600
CASTELLAR DEL VALLÈS,08211,600
CASTELLBELL I EL VILAR,08241,600
CASTELLBISBAL,08755,600
CASTELLCIR,08183,600
CASTELLDEFELS,08860,600
CASTELLET I LA GORNAL,08729,600
CASTELLFOLLIT DE RIUBREGÓS,08283,600
CASTELLFOLLIT DEL BOIX,08255,600
CASTELLGALÍ,08297,600
CASTELLNOU DE BAGES,08251,600
CASTELLOLÍ,08719,600
CASTELLTERÇOL,08183,600
CASTELLVÍ DE LA MARCA,08732,600
CASTELLVÍ DE ROSANES,08769,600
CENTELLES,08540,600
CERCS,08698,600
CERDANYOLA DEL VALLÈS,08193,600
CERVELLÓ,08758,600
COLLBATÓ,08293,600
COLLSUSPINA,08178,600
COPONS,08289,600
CORBERA DE LLOBREGAT,08757,600
CORNELLÀ DE LLOBREGAT,08073,600
CUBELLES,08880,600
CÀNOVES I SAMALÚS,08445,600
DOSRIUS,08318,600
EL BRUC,08294,600
EL BRULL,08559,600
EL CUERVO DE SEVILLA,41749,600
EL MASNOU,08320,600
EL PAPIOL,08754,600
EL PLA DEL PENEDÈS,08733,600
EL PONT DE VILOMARA I ROCAFORT,08254,600
EL PRAT DE LLOBREGAT,08820,600
ELS HOSTALETS DE PIEROLA,08781,600
ELS PRATS DE REI,08281,600
ESPARREGUERA,08292,600
ESPLUGUES DE LLOBREGAT,08950,600
FIGARÓ-MONTMANY,08590,600
FOGARS DE LA SELVA,08495,600
FOGARS DE MONTCLÚS,08469,600
FOLGUEROLES,08519,600
FONOLLOSA,08259,600
FONT-RUBÍ,08736,600
FÍGOLS,08698,600
GAIÀ,08672,600
GALLIFA,08146,600
GAVÀ,08850,600
GELIDA,08790,600
GIRONELLA,08680,600
GISCLARENY,08695,600
GRANERA,08183,600
GRANOLLERS,08401,600
GUALBA,08474,600
GUARDIOLA DE BERGUEDÀ,08694,600
GURB,08503,600
IGUALADA,08700,600
JORBA,08719,600
JOSA I TUIXÉN,08697,600
L' AMETLLA DEL VALLÈS,08480,600
L' ESPUNYOLA,08614,600
L' ESQUIROL,08511,600
L' ESTANY,08148,600
LA GARRIGA,08530,600
LA LLACUNA,08779,600
LA LLAGOSTA,08120,600
LA MOLSOSA,08281,600
LA NOU DE BERGUEDÀ,08698,600
LA POBLA DE CLARAMUNT,08787,600
LA POBLA DE LILLET,08696,600
LA QUAR,08619,600
LA ROCA DEL VALLÈS,08430,600
LA TORRE DE CLARAMUNT,08789,600
LES CABANYES,08794,600
LES FRANQUESES DEL VALLÈS,08520,600
LES MASIES DE RODA,08510,600
LES MASIES DE VOLTREGÀ,08508,600
LLINARS DEL VALLÈS,08450,600
LLIÇÀ D'AMUNT,08186,600
LLIÇÀ DE VALL,08185,600
LLUÇÀ,08514,600
MALGRAT DE MAR,08380,600
MALLA,08522,600
MANLLEU,08560,600
MANRESA,08240,600
MARGANELL,08298,600
MARTORELL,08760,600
MARTORELLES,08107,600
MASQUEFA,08782,600
MATADEPERA,08230,600
MATARÓ,08204,600
MEDIONA,08773,600
MOIÀ,08180,600
MOLINS DE REI,08750,600
MOLLET DEL VALLÈS,08100,600
MONISTROL DE CALDERS,08275,600
MONISTROL DE MONTSERRAT,08691,600
MONTCADA I REIXAC,08110,600
MONTCLAR,08605,600
MONTESQUIU,08585,600
MONTGAT,08390,600
MONTMAJOR,08612,600
MONTMANEU,08717,600
MONTMELÓ,08160,600
MONTORNÈS DEL VALLÈS,08170,600
MONTSENY,08469,600
MUNTANYOLA,08529,600
MURA,08278,600
NAVARCLES,08270,600
NAVÀS,08269,600
OLESA DE BONESVALLS,08795,600
OLESA DE MONTSERRAT,08640,600
OLIVELLA,08818,600
OLOST,08516,600
OLVAN,08611,600
OLÈRDOLA,08734,600
ORISTÀ,08518,600
ORPÍ,08787,600
ORÍS,08573,600
PACS DEL PENEDÈS,08796,600
PALAFOLLS,08389,600
PALAU-SOLITÀ I PLEGAMANS,08184,600
PALLEJÀ,08753,600
PARETS DEL VALLÈS,08150,600
PERAFITA,08589,600
PIERA,08101,600
PINEDA DE MAR,08397,600
POLINYÀ,08213,600
PONTONS,08738,600
PRATS DE LLUÇANÈS,08513,600
PREMIÀ DE DALT,08338,600
PREMIÀ DE MAR,08330,600
PUIG-REIG,08692,600
PUIGDÀLBER,08797,600
PUJALT,08282,600
RAJADELL,08256,600
RELLINARS,08299,600
RIPOLLET,08291,600
RODA DE TER,08510,600
RUBIÓ,08719,600
RUBÍ,08191,600
RUPIT I PRUIT,08569,600
SAGÀS,08517,600
SALDES,08697,600
SALLENT,08650,600
SANT ADRIÀ DE BESÒS,08930,600
SANT AGUSTÍ DE LLUÇANÈS,08586,600
SANT ANDREU DE LA BARCA,08740,600
SANT ANDREU DE LLAVANERES,08392,600
SANT ANTONI DE VILAMAJOR,08459,600
SANT BARTOMEU DEL GRAU,08503,600
SANT BOI DE LLOBREGAT,08220,600
SANT BOI DE LLUÇANÈS,08589,600
SANT CEBRIÀ DE VALLALTA,08396,600
SANT CELONI,08470,600
SANT CLIMENT DE LLOBREGAT,08849,600
SANT CUGAT DEL VALLÈS,08172,600
SANT CUGAT SESGARRIGUES,08798,600
SANT ESTEVE DE PALAUTORDERA,08461,600
SANT ESTEVE SESROVIRES,08635,600
SANT FELIU DE CODINES,08182,600
SANT FELIU DE LLOBREGAT,08980,600
SANT FELIU SASSERRA,08274,600
SANT FOST DE CAMPSENTELLES,08105,600
SANT FRUITÓS DE BAGES,08272,600
SANT GUIM DE FREIXENET,08289,600
SANT HIPÒLIT DE VOLTREGÀ,08512,600
SANT ISCLE DE VALLALTA,08359,600
SANT JAUME DE FRONTANYÀ,08607,600
SANT JOAN DE VILATORRADA,08250,600
SANT JOAN DESPÍ,08970,600
SANT JULIÀ DE CERDANYOLA,08694,600
SANT JULIÀ DE VILATORTA,08504,600
SANT JUST DESVERN,08960,600
SANT LLORENÇ D'HORTONS,08791,600
SANT LLORENÇ SAVALL,08212,600
SANT MARTÍ D'ALBARS,08515,600
SANT MARTÍ DE CENTELLES,08592,600
SANT MARTÍ DE TOUS,08712,600
SANT MARTÍ SARROCA,08731,600
SANT MARTÍ SESGUEIOLES,08282,600
SANT MATEU DE BAGES,08263,600
SANT PERE DE RIBES,08810,600
SANT PERE DE RIUDEBITLLES,08776,600
SANT PERE DE TORELLÓ,08572,600
SANT PERE DE VILAMAJOR,08458,600
SANT PERE SALLAVINERA,08281,600
SANT POL DE MAR,08395,600
SANT QUINTÍ DE MEDIONA,08777,600
SANT QUIRZE DE BESORA,08580,600
SANT QUIRZE DEL VALLÈS,08192,600
SANT QUIRZE SAFAJA,08189,600
SANT SADURNÍ D'ANOIA,08770,600
SANT SADURNÍ D'OSORMORT,08504,600
SANT SALVADOR DE GUARDIOLA,08253,600
SANT VICENÇ DE CASTELLET,08295,600
SANT VICENÇ DE MONTALT,08394,600
SANT VICENÇ DE TORELLÓ,08571,600
SANT VICENÇ DELS HORTS,08620,600
SANTA CECÍLIA DE VOLTREGÀ,08509,600
SANTA COLOMA DE CERVELLÓ,08690,600
SANTA COLOMA DE GRAMENET,08921,600
SANTA EUGÈNIA DE BERGA,08257,600
SANTA EULÀLIA DE RIUPRIMER,08505,600
SANTA EULÀLIA DE RONÇANA,08187,600
SANTA FE DEL PENEDÈS,08792,600
SANTA MARGARIDA DE MONTBUI,08710,600
SANTA MARGARIDA I ELS MONJOS,08730,600
SANTA MARIA D'OLÓ,08273,600
SANTA MARIA DE BESORA,08584,600
SANTA MARIA DE MARTORELLES,08106,600
SANTA MARIA DE MERLÈS,08517,600
SANTA MARIA DE MIRALLES,08787,600
SANTA MARIA DE PALAUTORDERA,08460,600
SANTA PERPÈTUA DE MOGODA,08130,600
SANTA SUSANNA,08398,600
SANTPEDOR,08251,600
SENTMENAT,08181,600
SEVA,08553,600
SEVILLA,41001,700
SEVILLA LA NUEVA,28609,600
SITGES,08660,600
SOBREMUNT,08589,600
SORA,08588,600
SUBIRATS,08739,600
SÚRIA,08260,600
TAGAMANENT,08593,600
TALAMANCA,08278,600
TALAVERA,08717,600
TARADELL,08552,600
TAVERTET,08511,600
TAVÈRNOLES,08519,600
TEIÀ,08329,600
TIANA,08391,600
TONA,08551,600
TORDERA,08490,600
TORELLÓ,08570,600
TORRELAVIT,08775,600
TORRELLES DE FOIX,08737,600
TORRELLES DE LLOBREGAT,08629,600
ULLASTRELL,08231,600
VACARISSES,08233,600
VALLBONA D'ANOIA,08785,600
VALLCEBRE,08699,600
VALLGORGUINA,08471,600
VALLIRANA,08759,600
VALLROMANES,08188,600
VECIANA,08289,600
VIC,08500,600
VILADA,08613,600
VILADECANS,08840,600
VILADECAVALLS,08232,600
VILAFRANCA DEL PENEDÈS,08720,600
VILALBA SASSERRA,08455,600
VILANOVA DE SAU,08519,600
VILANOVA DEL CAMÍ,08788,600
VILANOVA DEL VALLÈS,08410,600
VILANOVA I LA GELTRÚ,08800,600
VILASSAR DE DALT,08339,600
VILASSAR DE MAR,08340,600
VILOBÍ DEL PENEDÈS,08735,600
VIVER I SERRATEIX,08673,600
ÒDENA,08711,600
ÒRRIUS,08317,600
MÁLAGA,29001,500
MÁLAGA DEL FRESNO,19219,500
VÉLEZ-MÁLAGA,29700,500
ADEMUZ,46140,467
ADOR,46729,467
AGULLENT,46890,467
AIELO DE MALFERIT,46812,467
AIELO DE RUGAT,46842,467
ALAQUÀS,46970,467
ALBAIDA,46860,467
ALBAL,46470,467
ALBALAT DE LA RIBERA,46687,467
ALBALAT DELS SORELLS,46135,467
ALBALAT DELS TARONGERS,46591,467
ALBERIC,46260,467
ALBORACHE,46369,467
ALBORAIA/ALBORAYA,46120,467
ALBUIXECH,46550,467
ALCUBLAS,46172,467
ALCÀNTERA DE XÚQUER,46293,467
ALCÀSSER,46290,467
ALDAIA,46960,467
ALFAFAR,46910,467
ALFARA DE LA BARONIA,46594,467
ALFARA DEL PATRIARCA,46115,467
ALFARP,46197,467
ALFARRASÍ,46893,467
ALFAUIR,46725,467
ALGAR DE PALANCIA,46593,467
ALGEMESÍ,46680,467
ALGIMIA DE ALFARA,46148,467
ALGINET,46230,467
ALMISERÀ,46726,467
ALMOINES,46723,467
ALMUSSAFES,46440,467
ALMÀSSERA,46132,467
ALPUENTE,46178,467
ALZIRA,46268,467
ANDILLA,46162,467
ANNA,46820,467
ANTELLA,46266,467
ARAS DE LOS OLMOS,46179,467
ATZENETA D'ALBAIDA,46869,467
AYORA,46620,467
BARX,46758,467
BARXETA,46667,467
BELLREGUARD,46713,467
BELLÚS,46839,467
BENAGUASIL,46180,467
BENAGÉBER,46173,467
BENAVITES,46514,467
BENEIXIDA,46293,467
BENETÚSSER,46910,467
BENIARJÓ,46722,467
BENIATJAR,46844,467
BENICOLET,46838,467
BENICULL DE XÚQUER,46689,467
BENIFAIRÓ DE LA VALLDIGNA,46791,467
BENIFAIRÓ DE LES VALLS,46511,467
BENIFAIÓ,46450,467
BENIFLÁ,46722,467
BENIGÀNIM,46830,467
BENIMODO,46291,467
BENIMUSLEM,46611,467
BENIPARRELL,46469,467
BENIRREDRÀ,46703,467
BENISSANÓ,46181,467
BENISSODA,46869,467
BENISSUERA,46839,467
BICORP,46825,467
BILBAO,48001,580
BOCAIRENT,46880,467
BOLBAITE,46822,467
BONREPÒS I MIRAMBELL,46131,467
BUFALI,46891,467
BUGARRA,46165,467
BURJASSOT,46100,467
BUÑOL,46360,467
BÈLGIDA,46868,467
BÉTERA,46117,467
CALLES,46175,467
CAMPORROBLES,46330,467
CANALS,46650,467
CANET D'EN BERENGUER,46529,467
CARCAIXENT,46740,467
CARLET,46240,467
CARRÍCOLA,46869,467
CASAS ALTAS,46147,467
CASAS BAJAS,46146,467
CASINOS,46171,467
CASTELLONET DE LA CONQUESTA,46726,467
CASTELLÓ DE RUGAT,46841,467
CASTIELFABIB,46140,467
CATADAU,46196,467
CATARROJA,46470,467
CAUDETE DE LAS FUENTES,46315,467
CERDÀ,46813,467
CHELLA,46821,467
CHELVA,46176,467
CHERA,46350,467
CHESTE,46380,467
CHIVA,46370,467
CHULILLA,46167,467
COFRENTES,46625,467
CORBERA,46612,467
CORTES DE PALLÁS,46199,467
COTES,46294,467
CULLERA,46400,467
CÀRCER,46294,467
DAIMÚS,46710,467
DOMEÑO,46174,467
DOS AGUAS,46198,467
EL PALOMAR,46891,467
EL PUIG DE SANTA MARIA,46540,467
EL REAL DE GANDIA,46727,467
EMPERADOR,46135,467
ENGUERA,46810,467
ESTIVELLA,46590,467
ESTUBENY,46817,467
FAURA,46512,467
FAVARA,46614,467
FOIOS,46134,467
FONTANARS DELS ALFORINS,46635,467
FORTALENY,46418,467
FUENTERROBLES,46314,467
GANDIA,46701,467
GAVARDA,46267,467
GENOVÉS,46894,467
GESTALGAR,46166,467
GILET,46149,467
GODELLA,46110,467
GODELLETA,46388,467
GUADASSUAR,46610,467
GUADASSÉQUIES,46839,467
GUARDAMAR DE LA SAFOR,46711,467
GÁTOVA,46169,467
HIGUERUELAS,46162,467
JALANCE,46624,467
JARAFUEL,46623,467
L' ALCÚDIA,46250,467
L' ALCÚDIA DE CRESPINS,46690,467
L' ALQUERIA DE LA COMTESSA,46715,467
L' ELIANA,46183,467
L' OLLERIA,46850,467
L' ÈNOVA,46669,467
LA FONT D'EN CARRÒS,46717,467
LA FONT DE LA FIGUERA,46630,467
LA GRANJA DE LA COSTERA,46818,467
LA LLOSA DE RANES,46815,467
LA POBLA DE FARNALS,46137,467
LA POBLA DE VALLBONA,46185,467
LA POBLA DEL DUC,46840,467
LA POBLA LLARGA,46670,467
LA YESA,46178,467
LLANERA DE RANES,46814,467
LLAURÍ,46613,467
LLOCNOU D'EN FENOLLET,46668,467
LLOCNOU DE LA CORONA,46910,467
LLOCNOU DE SANT JERONI,46726,467
LLOMBAI,46195,467
LLUTXENT,46838,467
LLÍRIA,46160,467
LORIGUILLA,46393,467
LOSA DEL OBISPO,46168,467
MACASTRE,46368,467
MANISES,46940,467
MANUEL,46660,467
MARINES,46163,467
MASSALAVÉS,46292,467
MASSALFASSAR,46560,467
MASSAMAGRELL,46130,467
MASSANASSA,46470,467
MELIANA,46133,467
MILLARES,46198,467
MIRAMAR,46711,467
MISLATA,46920,467
MOGENTE/MOIXENT,46640,467
MONCADA,46113,467
MONTAVERNER,46892,467
MONTESA,46692,467
MONTITXELVO/MONTICHELVO,46842,467
MONTROI/MONTROY,46193,467
MONTSERRAT,46192,467
MUSEROS,46136,467
NAVARRÉS,46823,467
NOVELÉ/NOVETLÈ,46819,467
NÁQUERA,46119,467
OLIVA,46780,467
OLOCAU,46169,467
ONTINYENT,46870,467
OTOS,46844,467
PAIPORTA,46200,467
PALMERA,46714,467
PATERNA,46182,467
PEDRALBA,46164,467
PETRÉS,46501,467
PICANYA,46210,467
PICASSENT,46220,467
PILES,46712,467
PINET,46838,467
POLINYÀ DE XÚQUER,46688,467
POTRIES,46721,467
PUEBLA DE SAN MIGUEL,46140,467
PUÇOL,46530,467
QUART DE LES VALLS,46515,467
QUART DE POBLET,46930,467
QUARTELL,46510,467
QUATRETONDA,46837,467
QUESA,46824,467
RAFELBUNYOL,46138,467
RAFELCOFER,46716,467
RAFELGUARAF,46666,467
REAL,46194,467
REQUENA,46340,467
RIBA-ROJA DE TÚRIA,46190,467
RIOLA,46417,467
ROCAFORT,46111,467
ROTGLÀ I CORBERÀ,46816,467
RUGAT,46842,467
RÁFOL DE SALEM,46843,467
RÓTOVA,46725,467
SAGUNTO/SAGUNT,46250,467
SALEM,46843,467
SAN ANTONIO DE BENAGÉBER,46184,467
SANT JOANET,46669,467
SEDAVÍ,46910,467
SEGART,46592,467
SELLENT,46295,467
SEMPERE,46839,467
SENYERA,46669,467
SERRA,46118,467
SIETE AGUAS,46392,467
SILLA,46460,467
SIMAT DE LA VALLDIGNA,46750,467
SINARCAS,46320,467
SOLLANA,46430,467
SOT DE CHERA,46168,467
SUECA,46410,467
SUMACÀRCER,46295,467
TAVERNES BLANQUES,46016,467
TAVERNES DE LA VALLDIGNA,46760,467
TERESA DE COFRENTES,46622,467
TERRATEIG,46842,467
TITAGUAS,46178,467
TORREBAJA,46143,467
TORRELLA,46814,467
TORRES TORRES,46595,467
TOUS,46269,467
TURÍS,46389,467
TUÉJAR,46177,467
UTIEL,46300,467
VALLADA,46691,467
VALLANCA,46145,467
VALLÉS,46818,467
VENTA DEL MORO,46310,467
VILALLONGA/VILLALONGA,46720,467
VILAMARXANT,46191,467
VILLANUEVA DE CASTELLÓN,46270,467
VILLAR DEL ARZOBISPO,46170,467
VILLARGORDO DEL CABRIEL,46317,467
VINALESA,46114,467
XERACO,46770,467
XERESA,46790,467
XIRIVELLA,46014,467
XÀTIVA,46800,467
YÁTOVA,46367,467
ZARAGOZA,50001,560
ZARRA,46621,467
AGUADULCE,41550,434
ALANÍS,41380,434
ALBAIDA DEL ALJARAFE,41809,434
ALCALÁ DE GUADAÍRA,41500,434
ALCALÁ DEL RÍO,41200,434
ALCOLEA DEL RÍO,41440,434
ALGÁMITAS,41661,434
ALHAMA DE GRANADA,18120,434
ALICANTE/ALACANT,03001,434
ALMADÉN DE LA PLATA,41240,434
ALMENSILLA,41111,434
ARAHAL,41600,434
AZNALCÁZAR,41489,434
AZNALCÓLLAR,41870,434
BADOLATOSA,41570,434
BEAS DE GRANADA,18184,434
BENACAZÓN,41805,434
BOLLULLOS DE LA MITACIÓN,41110,434
BORMUJOS,41930,434
BRENES,41310,434
BURGUILLOS,41200,434
CAMAS,41900,434
CANTILLANA,41320,434
CARMONA,41339,434
CARRIÓN DE LOS CÉSPEDES,41820,434
CASARICHE,41580,434
CASTILBLANCO DE LOS ARROYOS,41230,434
CASTILLEJA DE GUZMÁN,41908,434
CASTILLEJA DE LA CUESTA,41950,434
CASTILLEJA DEL CAMPO,41810,434
CAZALLA DE LA SIERRA,41370,434
CAÑADA ROSAL,41439,434
CONSTANTINA,41450,434
CORIA DEL RÍO,41100,434
CORIPE,41780,434
CÓRDOBA,14001,434
DOMINGO PÉREZ DE GRANADA,18550,434
DOS HERMANAS,41089,434
EL CASTILLO DE LAS GUARDAS,41889,434
EL CORONIL,41760,434
EL GARROBO,41888,434
EL MADROÑO,41897,434
EL PEDROSO,41360,434
EL REAL DE LA JARA,41250,434
EL RONQUILLO,41880,434
EL RUBIO,41568,434
EL SAUCEJO,41650,434
EL VISO DEL ALCOR,41520,434
ESPARTINAS,41807,434
ESTEPA,41560,434
FUENTES DE ANDALUCÍA,41420,434
GELVES,41120,434
GERENA,41860,434
GILENA,41565,434
GINES,41960,434
GRANADA,18001,470
GUADALCANAL,41390,434
GUILLENA,41210,434
HERRERA,41567,434
HUÉVAR DEL ALJARAFE,41830,434
ISLA MAYOR,41140,434
LA ALGABA,41980,434
LA CAMPANA,41429,434
LA GRANADA,08792,434
LA GRANADA DE RÍO-TINTO,21668,434
LA LUISIANA,41430,434
LA PUEBLA DE CAZALLA,41540,434
LA PUEBLA DE LOS INFANTES,41479,434
LA PUEBLA DEL RÍO,41130,434
LA RINCONADA,41300,434
LA RODA DE ANDALUCÍA,41590,434
LANTEJUELA,41630,434
LAS CABEZAS DE SAN JUAN,41729,434
LAS NAVAS DE LA CONCEPCIÓN,41460,434
LEBRIJA,41740,434
LORA DE ESTEPA,41564,434
LORA DEL RÍO,41440,434
LOS CORRALES,41565,434
LOS MOLARES,41750,434
LOS PALACIOS Y VILLAFRANCA,41720,434
MAIRENA DEL ALCOR,41510,434
MAIRENA DEL ALJARAFE,41927,434
